loss,accuracy,val_loss,val_accuracy
4.615001201629639,0.008064515888690948,4.397063732147217,0.8064516186714172
3.1778383255004883,0.7217742204666138,3.713780164718628,0.8064516186714172
2.22306489944458,0.7217742204666138,2.158109664916992,0.8064516186714172
1.7547959089279175,0.7217742204666138,1.3201813697814941,0.8064516186714172
1.7000887393951416,0.7217742204666138,1.2148507833480835,0.8064516186714172
1.6809481382369995,0.7217742204666138,1.2044930458068848,0.8064516186714172
1.60049569606781,0.7217742204666138,1.1781758069992065,0.8064516186714172
1.501090407371521,0.7217742204666138,1.1483237743377686,0.8064516186714172
1.426048994064331,0.7217742204666138,1.1248931884765625,0.8064516186714172
1.3855721950531006,0.7217742204666138,1.1048692464828491,0.8064516186714172
1.3333812952041626,0.7217742204666138,1.0882880687713623,0.8064516186714172
1.2722973823547363,0.7217742204666138,1.0680269002914429,0.8064516186714172
1.2394593954086304,0.7217742204666138,1.0514073371887207,0.8064516186714172
1.18873131275177,0.725806474685669,1.034793734550476,0.8064516186714172
1.1500592231750488,0.7338709831237793,1.0213327407836914,0.8064516186714172
1.110785961151123,0.7338709831237793,1.0118587017059326,0.8064516186714172
1.0801230669021606,0.7379032373428345,1.0121667385101318,0.8064516186714172
1.0392645597457886,0.7379032373428345,1.0110687017440796,0.8064516186714172
1.0181626081466675,0.7338709831237793,1.0012527704238892,0.8064516186714172
0.9954844117164612,0.7459677457809448,0.9842041730880737,0.8064516186714172
0.9757825136184692,0.7459677457809448,0.9818958640098572,0.8064516186714172
0.9579775929450989,0.75,0.9744162559509277,0.8064516186714172
0.9467102289199829,0.75,0.9699551463127136,0.8064516186714172
0.923633337020874,0.7620967626571655,0.9897648096084595,0.8064516186714172
0.8991290330886841,0.7540322542190552,0.9978052973747253,0.8064516186714172
0.8907963037490845,0.7580645084381104,1.000211477279663,0.8064516186714172
0.8719226717948914,0.7620967626571655,0.9986982941627502,0.8064516186714172
0.861003577709198,0.7580645084381104,1.013886570930481,0.8064516186714172
0.8422063589096069,0.7580645084381104,1.0268408060073853,0.8064516186714172
0.8251464366912842,0.7580645084381104,1.0285160541534424,0.8064516186714172
0.8292047381401062,0.7620967626571655,1.01851224899292,0.8064516186714172
0.8111935257911682,0.7620967626571655,1.0076382160186768,0.8064516186714172
0.7992724776268005,0.7661290168762207,1.0107859373092651,0.8064516186714172
0.780978262424469,0.7701612710952759,1.0112764835357666,0.8064516186714172
0.7684123516082764,0.7701612710952759,1.0158158540725708,0.8064516186714172
0.7624106407165527,0.774193525314331,1.0055049657821655,0.8064516186714172
0.7371392846107483,0.7620967626571655,1.0044194459915161,0.8064516186714172
0.7128750681877136,0.7822580933570862,1.004565715789795,0.8064516186714172
0.7334352731704712,0.7782257795333862,1.0179427862167358,0.8064516186714172
0.7364141941070557,0.774193525314331,1.0147417783737183,0.8064516186714172
0.7253862023353577,0.7782257795333862,1.0204336643218994,0.8064516186714172
0.6852387189865112,0.7903226017951965,1.0227340459823608,0.8225806355476379
0.7211640477180481,0.774193525314331,1.025926947593689,0.8225806355476379
0.6936005353927612,0.7943548560142517,1.0649940967559814,0.8225806355476379
0.663554310798645,0.7862903475761414,1.1354705095291138,0.8064516186714172
0.6900361180305481,0.8064516186714172,1.0712095499038696,0.8225806355476379
0.6610831618309021,0.7903226017951965,1.0632271766662598,0.8225806355476379
0.6556839942932129,0.7822580933570862,1.1072267293930054,0.8064516186714172
0.659314751625061,0.8024193644523621,1.1301658153533936,0.8064516186714172
0.6411406397819519,0.8064516186714172,1.1372439861297607,0.8225806355476379
0.6147743463516235,0.8024193644523621,1.151947021484375,0.8225806355476379
0.6317232847213745,0.7943548560142517,1.2008614540100098,0.8064516186714172
0.606927752494812,0.8024193644523621,1.305316686630249,0.774193525314331
0.6230528950691223,0.7903226017951965,1.307579517364502,0.774193525314331
0.5948804020881653,0.8064516186714172,1.2483242750167847,0.774193525314331
0.5780673623085022,0.8145161271095276,1.2412834167480469,0.774193525314331
0.5766806602478027,0.8145161271095276,1.2863378524780273,0.7419354915618896
0.570118248462677,0.8104838728904724,1.358445405960083,0.725806474685669
0.5636862516403198,0.8185483813285828,1.353183388710022,0.7580645084381104
0.5543743371963501,0.8064516186714172,1.2611510753631592,0.7903226017951965
0.5652686357498169,0.8185483813285828,1.2367573976516724,0.7903226017951965
